districtid,timeid,dose1,dose2
WB_Birbhum,1,1012467.0,359472.0
WB_Cooch Behar,1,494699.0,210246.0
WB_Dakshin Dinajpur,1,396502.0,179652.0
WB_Darjeeling,1,763086.0,268759.0
WB_Hooghly,1,1435871.0,641359.0
WB_Howrah,1,1306202.0,459345.0
WB_Jalpaiguri,1,502113.0,153667.0
WB_Jhargram,1,252020.0,71153.0
WB_Kalimpong,1,148058.0,55789.0
WB_Kolkata,1,3801296.0,1359794.0
WB_Malda,1,709391.0,268876.0
WB_Murshidabad,1,1171972.0,494059.0
WB_Nadia,1,994959.0,426292.0
WB_North 24 Parganas,1,3197404.0,1033782.0
WB_Paschim Bardhaman,1,786694.0,258180.0
WB_Paschim Medinipur,1,948146.0,380217.0
WB_Purba Bardhaman,1,937024.0,457682.0
WB_Purba Medinipur,1,1539152.0,672014.0
WB_Purulia,1,580596.0,206567.0
WB_South 24 Parganas,1,2067595.0,793261.0
WB_Uttar Dinajpur,1,540958.0,173055.0
