districtid,timeid,dose1,dose2
BR_Samastipur,2,26535.0,13078.0
BR_Samastipur,3,143060.0,11836.0
BR_Samastipur,4,89363.0,52165.0
BR_Samastipur,5,104561.0,2131.0
BR_Samastipur,6,198152.0,27831.0
BR_Samastipur,7,383347.0,68338.0
BR_Saran,1,18451.0,249.0
BR_Saran,2,19879.0,12003.0
BR_Saran,3,175241.0,12718.0
BR_Saran,4,111680.0,55162.0
BR_Saran,5,116634.0,3967.0
BR_Saran,6,223721.0,42478.0
BR_Saran,7,368474.0,86405.0
BR_Sheikhpura,1,3134.0,170.0
BR_Sheikhpura,2,5087.0,2241.0
BR_Sheikhpura,3,28147.0,3015.0
BR_Sheikhpura,4,10831.0,7990.0
BR_Sheikhpura,5,15670.0,266.0
BR_Sheikhpura,6,42427.0,5328.0
BR_Sheikhpura,7,61246.0,10848.0
BR_Sheohar,1,2787.0,61.0
BR_Sheohar,2,4250.0,1719.0
BR_Sheohar,3,38464.0,1365.0
BR_Sheohar,4,16067.0,8984.0
BR_Sheohar,5,16377.0,1533.0
BR_Sheohar,6,47746.0,11053.0
BR_Sheohar,7,43547.0,13340.0
BR_Sitamarhi,1,12040.0,298.0
BR_Sitamarhi,2,17756.0,6679.0
BR_Sitamarhi,3,108471.0,9848.0
BR_Sitamarhi,4,60672.0,27272.0
BR_Sitamarhi,5,71576.0,726.0
BR_Sitamarhi,6,135526.0,20966.0
BR_Sitamarhi,7,316713.0,55945.0
BR_Siwan,1,12159.0,380.0
BR_Siwan,2,17301.0,8535.0
BR_Siwan,3,190283.0,12191.0
BR_Siwan,4,83895.0,58642.0
BR_Siwan,5,101919.0,4398.0
BR_Siwan,6,192099.0,31463.0
BR_Siwan,7,311216.0,65443.0
BR_Supaul,1,10645.0,306.0
BR_Supaul,2,8978.0,6293.0
BR_Supaul,3,56287.0,5449.0
BR_Supaul,4,57998.0,10874.0
BR_Supaul,5,71739.0,2075.0
BR_Supaul,6,125001.0,15577.0
BR_Supaul,7,126688.0,39035.0
BR_Vaishali,1,14317.0,246.0
BR_Vaishali,2,19256.0,7784.0
BR_Vaishali,3,128260.0,9883.0
BR_Vaishali,4,70801.0,28465.0
BR_Vaishali,5,85081.0,16999.0
BR_Vaishali,6,164501.0,19869.0
BR_Vaishali,7,303705.0,53912.0
BR_West Champaran,1,14124.0,350.0
BR_West Champaran,2,10554.0,6100.0
BR_West Champaran,3,79418.0,8646.0
BR_West Champaran,4,77850.0,19601.0
BR_West Champaran,5,110108.0,1493.0
BR_West Champaran,6,232487.0,18031.0
BR_West Champaran,7,287206.0,44289.0
CT_Balrampur,1,5420.0,32.0
CT_Balrampur,2,10908.0,3295.0
CT_Balrampur,3,78110.0,5853.0
CT_Balrampur,4,42018.0,9949.0
CT_Balrampur,5,2754.0,959.0
CT_Balrampur,6,42716.0,10472.0
CT_Balrampur,7,12850.0,9398.0
CT_Bametara,1,6547.0,283.0
CT_Bametara,2,7303.0,5097.0
CT_Bametara,3,76909.0,3844.0
CT_Bametara,4,6888.0,6791.0
CT_Bametara,5,951.0,970.0
CT_Bametara,6,49183.0,12432.0
CT_Bametara,7,30767.0,15466.0
CT_Bastar,1,10233.0,253.0
CT_Bastar,2,13297.0,6430.0
CT_Bastar,3,98153.0,10831.0
CT_Bastar,4,34060.0,17260.0
CT_Bastar,5,5134.0,2313.0
CT_Bastar,6,75945.0,13913.0
CT_Bastar,7,32905.0,19921.0
CT_Bijapur,1,6956.0,115.0
CT_Bijapur,2,10440.0,2355.0
CT_Bijapur,3,24100.0,10118.0
CT_Bijapur,4,11194.0,6636.0
CT_Bijapur,5,1139.0,937.0
CT_Bijapur,6,17712.0,4587.0
CT_Bijapur,7,8264.0,4428.0
CT_Bilaspur,1,16836.0,515.0
CT_Bilaspur,2,25862.0,13982.0
CT_Bilaspur,3,245141.0,10437.0
CT_Bilaspur,4,49807.0,39301.0
CT_Bilaspur,5,7717.0,13514.0
CT_Bilaspur,6,127039.0,47714.0
CT_Bilaspur,7,103748.0,66955.0
CT_Dakshin Bastar Dantewada,1,5605.0,73.0
CT_Dakshin Bastar Dantewada,2,9856.0,3056.0
CT_Dakshin Bastar Dantewada,3,36251.0,7898.0
CT_Dakshin Bastar Dantewada,4,17897.0,13606.0
CT_Dakshin Bastar Dantewada,5,727.0,1170.0
CT_Dakshin Bastar Dantewada,6,28355.0,3280.0
CT_Dakshin Bastar Dantewada,7,13025.0,6791.0
CT_Dhamtari,1,6396.0,159.0
CT_Dhamtari,2,17704.0,4643.0
CT_Dhamtari,3,119954.0,9065.0
CT_Dhamtari,4,32501.0,27667.0
CT_Dhamtari,5,2324.0,2324.0
CT_Dhamtari,6,81946.0,24270.0
CT_Dhamtari,7,49678.0,23271.0
CT_Durg,1,19799.0,408.0
CT_Durg,2,34335.0,14528.0
CT_Durg,3,274101.0,24332.0
CT_Durg,4,33775.0,61732.0
CT_Durg,5,11344.0,6955.0
CT_Durg,6,124356.0,59292.0
CT_Durg,7,114445.0,91404.0
CT_Gariaband,1,5857.0,193.0
CT_Gariaband,2,6214.0,4157.0
CT_Gariaband,3,81292.0,4397.0
CT_Gariaband,4,11586.0,6462.0
CT_Gariaband,5,910.0,309.0
CT_Gariaband,6,36148.0,11691.0
CT_Gariaband,7,25269.0,12041.0
CT_Gaurela Pendra Marwahi,1,2442.0,131.0
CT_Gaurela Pendra Marwahi,2,4812.0,1202.0
CT_Gaurela Pendra Marwahi,3,42076.0,2505.0
CT_Gaurela Pendra Marwahi,4,17438.0,4232.0
CT_Gaurela Pendra Marwahi,5,2108.0,716.0
CT_Gaurela Pendra Marwahi,6,23641.0,5247.0
CT_Gaurela Pendra Marwahi,7,18153.0,8790.0
CT_Janjgir Champa,1,11389.0,181.0
CT_Janjgir Champa,2,16748.0,8854.0
CT_Janjgir Champa,3,169041.0,8417.0
CT_Janjgir Champa,4,74459.0,31454.0
CT_Janjgir Champa,5,5047.0,5438.0
CT_Janjgir Champa,6,90290.0,26750.0
CT_Janjgir Champa,7,82807.0,50625.0
CT_Jashpur,1,11458.0,129.0
CT_Jashpur,2,12954.0,7416.0
CT_Jashpur,3,106682.0,8360.0
CT_Jashpur,4,37290.0,18019.0
CT_Jashpur,5,2902.0,2748.0
CT_Jashpur,6,57247.0,12592.0
CT_Jashpur,7,33201.0,15839.0
CT_Kabeerdham,1,8167.0,78.0
CT_Kabeerdham,2,5841.0,5583.0
CT_Kabeerdham,3,76558.0,4319.0
CT_Kabeerdham,4,33482.0,11278.0
CT_Kabeerdham,5,10155.0,4855.0
CT_Kabeerdham,6,84413.0,16601.0
CT_Kabeerdham,7,37495.0,20652.0
CT_Kondagaon,1,5737.0,84.0
CT_Kondagaon,2,12947.0,3588.0
CT_Kondagaon,3,53521.0,6163.0
CT_Kondagaon,4,40338.0,9770.0
CT_Kondagaon,5,4709.0,1598.0
CT_Kondagaon,6,34607.0,3753.0
CT_Kondagaon,7,18324.0,7791.0
CT_Korba,1,11279.0,186.0
CT_Korba,2,22083.0,8606.0
CT_Korba,3,181831.0,6601.0
CT_Korba,4,53776.0,28252.0
CT_Korba,5,18898.0,7757.0
CT_Korba,6,83179.0,32380.0
CT_Korba,7,47025.0,39721.0
CT_Koriya,1,6621.0,112.0
CT_Koriya,2,10206.0,3378.0
CT_Koriya,3,68309.0,4777.0
CT_Koriya,4,23578.0,10334.0
CT_Koriya,5,7142.0,3207.0
CT_Koriya,6,43262.0,12305.0
CT_Koriya,7,22905.0,13615.0
CT_Mahasamund,1,9778.0,178.0
CT_Mahasamund,2,19878.0,7910.0
CT_Mahasamund,3,198561.0,15271.0
CT_Mahasamund,4,17392.0,36162.0
CT_Mahasamund,5,4172.0,5568.0
CT_Mahasamund,6,118115.0,40717.0
CT_Mahasamund,7,94308.0,38717.0
CT_Mungeli,1,3572.0,139.0
CT_Mungeli,2,9126.0,2444.0
CT_Mungeli,3,105745.0,2815.0
CT_Mungeli,4,11523.0,9982.0
CT_Mungeli,5,571.0,1036.0
CT_Mungeli,6,33324.0,14501.0
CT_Mungeli,7,30549.0,19136.0
CT_Narayanpur,1,2165.0,25.0
CT_Narayanpur,2,3821.0,838.0
CT_Narayanpur,3,10214.0,3871.0
CT_Narayanpur,4,6132.0,1808.0
CT_Narayanpur,5,569.0,1360.0
CT_Narayanpur,6,7857.0,2741.0
CT_Narayanpur,7,4061.0,1726.0
CT_Raigarh,1,17173.0,240.0
CT_Raigarh,2,25012.0,12906.0
CT_Raigarh,3,274521.0,16223.0
CT_Raigarh,4,57967.0,75106.0
CT_Raigarh,5,3230.0,7947.0
CT_Raigarh,6,334864.0,72161.0
CT_Raigarh,7,188041.0,86022.0
CT_Raipur,1,31507.0,235.0
CT_Raipur,2,34700.0,19612.0
CT_Raipur,3,270687.0,29320.0
CT_Raipur,4,39546.0,65186.0
CT_Raipur,5,15641.0,16494.0
CT_Raipur,6,417024.0,110044.0
CT_Raipur,7,347413.0,154097.0
CT_Rajnandgaon,1,16798.0,170.0
CT_Rajnandgaon,2,14135.0,13444.0
CT_Rajnandgaon,3,250378.0,8809.0
CT_Rajnandgaon,4,15213.0,17386.0
CT_Rajnandgaon,5,2995.0,3216.0
CT_Rajnandgaon,6,271943.0,63604.0
CT_Rajnandgaon,7,112932.0,64346.0
CT_Sukma,1,4657.0,205.0
CT_Sukma,2,16825.0,1848.0
CT_Sukma,3,33643.0,12437.0
CT_Sukma,4,14035.0,8897.0
CT_Sukma,5,1798.0,2102.0
CT_Sukma,6,27467.0,4051.0
CT_Sukma,7,7869.0,3797.0
CT_Surajpur,1,8707.0,144.0
CT_Surajpur,2,5807.0,5824.0
CT_Surajpur,3,105672.0,2625.0
CT_Surajpur,4,53874.0,13810.0
CT_Surajpur,5,1391.0,2676.0
CT_Surajpur,6,36754.0,10725.0
CT_Surajpur,7,17158.0,13373.0
CT_Surguja,1,9124.0,326.0
CT_Surguja,2,25041.0,5775.0
CT_Surguja,3,138388.0,10986.0
CT_Surguja,4,53184.0,23351.0
CT_Surguja,5,4409.0,6866.0
CT_Surguja,6,65582.0,26841.0
CT_Surguja,7,38422.0,27379.0
CT_Uttar Bastar Kanker,1,8456.0,162.0
CT_Uttar Bastar Kanker,2,35245.0,5698.0
CT_Uttar Bastar Kanker,3,83941.0,17432.0
CT_Uttar Bastar Kanker,4,27118.0,16072.0
CT_Uttar Bastar Kanker,5,2045.0,5176.0
CT_Uttar Bastar Kanker,6,56545.0,15799.0
CT_Uttar Bastar Kanker,7,32690.0,14520.0
DL_New Delhi,1,15489.0,361.0
DL_New Delhi,2,27287.0,9979.0
DL_New Delhi,3,123642.0,33024.0
DL_New Delhi,4,117334.0,63342.0
DL_New Delhi,5,96124.0,56897.0
DL_New Delhi,6,157248.0,64472.0
DL_New Delhi,7,110934.0,92042.0
DL_North Delhi,1,10367.0,106.0
DL_North Delhi,2,21169.0,5321.0
DL_North Delhi,3,96926.0,20934.0
DL_North Delhi,4,121353.0,39539.0
DL_North Delhi,5,70065.0,35917.0
DL_North Delhi,6,249597.0,50936.0
DL_North Delhi,7,98095.0,76270.0
DL_North East Delhi,1,11811.0,124.0
DL_North East Delhi,2,24669.0,7947.0
DL_North East Delhi,3,72811.0,22348.0
DL_North East Delhi,4,78858.0,35062.0
DL_North East Delhi,5,86025.0,24106.0
DL_North East Delhi,6,190846.0,33044.0
DL_North East Delhi,7,61169.0,44858.0
DL_North West Delhi,1,26570.0,669.0
DL_North West Delhi,2,37080.0,14950.0
DL_North West Delhi,3,175716.0,39030.0
DL_North West Delhi,4,172180.0,71662.0
DL_North West Delhi,5,137141.0,55479.0
DL_North West Delhi,6,237906.0,88659.0
DL_North West Delhi,7,171734.0,131011.0
DL_Shahdara,1,11871.0,234.0
DL_Shahdara,2,14603.0,8011.0
DL_Shahdara,3,122480.0,23365.0
DL_Shahdara,4,96276.0,35295.0
DL_Shahdara,5,72923.0,18174.0
DL_Shahdara,6,147981.0,45627.0
DL_Shahdara,7,98511.0,89235.0
DL_South Delhi,1,20753.0,478.0
DL_South Delhi,2,35106.0,12009.0
DL_South Delhi,3,140075.0,38352.0
DL_South Delhi,4,126193.0,62259.0
DL_South Delhi,5,227689.0,51942.0
DL_South Delhi,6,241560.0,68487.0
DL_South Delhi,7,113652.0,110052.0
DL_South East Delhi,1,17082.0,428.0
DL_South East Delhi,2,21528.0,11259.0
DL_South East Delhi,3,134371.0,24775.0
DL_South East Delhi,4,119799.0,54842.0
DL_South East Delhi,5,169727.0,56670.0
DL_South East Delhi,6,208168.0,62109.0
DL_South East Delhi,7,116339.0,99032.0
DL_South West Delhi,1,19962.0,332.0
DL_South West Delhi,2,32966.0,11680.0
DL_South West Delhi,3,152142.0,36701.0
DL_South West Delhi,4,170240.0,64122.0
DL_South West Delhi,5,134535.0,37953.0
DL_South West Delhi,6,242610.0,78018.0
DL_South West Delhi,7,151855.0,149194.0
DL_West Delhi,1,25599.0,609.0
DL_West Delhi,2,35923.0,15188.0
DL_West Delhi,3,215072.0,30287.0
DL_West Delhi,4,153419.0,82162.0
DL_West Delhi,5,76876.0,44461.0
DL_West Delhi,6,203166.0,73814.0
DL_West Delhi,7,132447.0,132863.0
DN_Diu,1,533.0,0.0
DN_Diu,2,2375.0,395.0
DN_Diu,3,5975.0,1413.0
DN_Diu,4,3611.0,3567.0
DN_Diu,5,17893.0,301.0
DN_Diu,6,6224.0,3375.0
DN_Diu,7,1311.0,4591.0
GJ_Anand,1,22933.0,255.0
GJ_Anand,2,48811.0,14166.0
GJ_Anand,3,254297.0,27524.0
GJ_Anand,4,74387.0,90680.0
GJ_Anand,5,106938.0,30028.0
GJ_Anand,6,179142.0,54081.0
GJ_Anand,7,256581.0,83818.0
GJ_Aravalli,1,15110.0,146.0
GJ_Aravalli,2,41460.0,11876.0
GJ_Aravalli,3,146473.0,18914.0
GJ_Aravalli,4,39147.0,55188.0
GJ_Aravalli,5,39476.0,30539.0
GJ_Aravalli,6,80472.0,20917.0
GJ_Aravalli,7,125700.0,43674.0
GJ_Banaskantha,1,35713.0,44.0
GJ_Banaskantha,2,52578.0,12804.0
GJ_Banaskantha,3,406314.0,42465.0
GJ_Banaskantha,4,135692.0,79659.0
GJ_Banaskantha,5,99862.0,59434.0
GJ_Banaskantha,6,122009.0,92589.0
GJ_Banaskantha,7,499647.0,202203.0
GJ_Bharuch,1,22122.0,66.0
GJ_Bharuch,2,21950.0,12670.0
GJ_Bharuch,3,145268.0,16210.0
GJ_Bharuch,4,68355.0,67256.0
GJ_Bharuch,5,161300.0,16853.0
GJ_Bharuch,6,202552.0,46169.0
GJ_Bharuch,7,207187.0,63921.0
GJ_Bhavnagar,1,30672.0,290.0
GJ_Bhavnagar,2,30411.0,16963.0
GJ_Bhavnagar,3,253686.0,20443.0
GJ_Bhavnagar,4,88799.0,101065.0
GJ_Bhavnagar,5,139831.0,15732.0
GJ_Bhavnagar,6,199945.0,68663.0
GJ_Bhavnagar,7,258739.0,107461.0
GJ_Botad,1,6573.0,48.0
GJ_Botad,2,6711.0,4617.0
GJ_Botad,3,38903.0,4152.0
GJ_Botad,4,11512.0,16555.0
GJ_Botad,5,32565.0,7063.0
GJ_Botad,6,85150.0,12336.0
GJ_Botad,7,118661.0,17190.0
GJ_Chhota Udaipur,1,15528.0,9.0
GJ_Chhota Udaipur,2,4746.0,4769.0
GJ_Chhota Udaipur,3,120896.0,7879.0
GJ_Chhota Udaipur,4,25569.0,23251.0
GJ_Chhota Udaipur,5,25199.0,41821.0
GJ_Chhota Udaipur,6,107144.0,26678.0
GJ_Chhota Udaipur,7,133313.0,49326.0
GJ_Dahod,1,27780.0,428.0
GJ_Dahod,2,93037.0,21684.0
GJ_Dahod,3,140843.0,29033.0
GJ_Dahod,4,81852.0,77254.0
GJ_Dahod,5,58332.0,50373.0
GJ_Dahod,6,102542.0,55017.0
GJ_Dahod,7,233137.0,121388.0
GJ_Dang,1,4273.0,142.0
GJ_Dang,2,2610.0,3450.0
GJ_Dang,3,25035.0,1513.0
GJ_Dang,4,3916.0,4353.0
GJ_Dang,5,6068.0,218.0
GJ_Dang,6,14060.0,3894.0
GJ_Dang,7,14368.0,4276.0
GJ_Devbhumi Dwarka,1,11474.0,92.0
GJ_Devbhumi Dwarka,2,14652.0,6618.0
GJ_Devbhumi Dwarka,3,67281.0,8263.0
GJ_Devbhumi Dwarka,4,26717.0,34181.0
GJ_Devbhumi Dwarka,5,46382.0,18223.0
GJ_Devbhumi Dwarka,6,102765.0,22985.0
GJ_Devbhumi Dwarka,7,138587.0,46927.0
GJ_Gandhinagar,1,22398.0,259.0
GJ_Gandhinagar,2,35572.0,17684.0
GJ_Gandhinagar,3,147333.0,20606.0
GJ_Gandhinagar,4,71680.0,79594.0
GJ_Gandhinagar,5,177998.0,15138.0
GJ_Gandhinagar,6,224589.0,51452.0
GJ_Gandhinagar,7,244908.0,72828.0
GJ_Gir Somnath,1,11888.0,69.0
GJ_Gir Somnath,2,19214.0,8230.0
GJ_Gir Somnath,3,92886.0,10962.0
GJ_Gir Somnath,4,58211.0,32735.0
GJ_Gir Somnath,5,58705.0,17866.0
GJ_Gir Somnath,6,113419.0,17580.0
GJ_Gir Somnath,7,185022.0,58169.0
GJ_Jamnagar,1,21153.0,312.0
GJ_Jamnagar,2,31704.0,11239.0
GJ_Jamnagar,3,172900.0,23863.0
GJ_Jamnagar,4,90112.0,78355.0
GJ_Jamnagar,5,175824.0,8711.0
GJ_Jamnagar,6,125564.0,44363.0
GJ_Jamnagar,7,185235.0,92091.0
GJ_Junagadh,1,18190.0,281.0
GJ_Junagadh,2,26165.0,11843.0
GJ_Junagadh,3,172059.0,16252.0
GJ_Junagadh,4,38656.0,54481.0
GJ_Junagadh,5,90972.0,9840.0
GJ_Junagadh,6,144507.0,95869.0
GJ_Junagadh,7,278739.0,73467.0
GJ_Kheda,1,25594.0,231.0
GJ_Kheda,2,33838.0,18500.0
GJ_Kheda,3,222048.0,18200.0
GJ_Kheda,4,61210.0,76998.0
GJ_Kheda,5,115994.0,40205.0
GJ_Kheda,6,183422.0,39920.0
GJ_Kheda,7,248415.0,73430.0
GJ_Kutch,1,29013.0,262.0
GJ_Kutch,2,57019.0,21467.0
GJ_Kutch,3,156351.0,31543.0
GJ_Kutch,4,67308.0,63477.0
GJ_Kutch,5,134786.0,14103.0
GJ_Kutch,6,207752.0,49368.0
GJ_Kutch,7,290167.0,85514.0
GJ_Mahisagar,1,15206.0,188.0
GJ_Mahisagar,2,22794.0,8810.0
GJ_Mahisagar,3,169314.0,19867.0
GJ_Mahisagar,4,49029.0,46903.0
GJ_Mahisagar,5,34961.0,32871.0
GJ_Mahisagar,6,88547.0,18216.0
GJ_Mahisagar,7,62411.0,94769.0
GJ_Mehsana,1,23570.0,192.0
GJ_Mehsana,2,45240.0,15813.0
GJ_Mehsana,3,237698.0,30165.0
GJ_Mehsana,4,94052.0,102375.0
GJ_Mehsana,5,182436.0,15480.0
GJ_Mehsana,6,209384.0,83252.0
GJ_Mehsana,7,178364.0,109608.0
GJ_Morbi,1,8274.0,98.0
GJ_Morbi,2,12490.0,4546.0
GJ_Morbi,3,75437.0,6777.0
GJ_Morbi,4,24003.0,36983.0
GJ_Morbi,5,48061.0,9879.0
GJ_Morbi,6,104762.0,17621.0
GJ_Morbi,7,160042.0,27484.0
GJ_Narmada,1,9062.0,48.0
GJ_Narmada,2,5878.0,6583.0
GJ_Narmada,3,88328.0,4622.0
GJ_Narmada,4,31753.0,25847.0
GJ_Narmada,5,19776.0,19469.0
GJ_Narmada,6,62725.0,10252.0
GJ_Narmada,7,75588.0,51265.0
GJ_Navsari,1,16501.0,270.0
GJ_Navsari,2,26839.0,15348.0
GJ_Navsari,3,178676.0,15552.0
GJ_Navsari,4,55291.0,80961.0
GJ_Navsari,5,65049.0,20672.0
GJ_Navsari,6,144984.0,35079.0
GJ_Navsari,7,149858.0,61463.0
GJ_Panchmahal,1,21542.0,227.0
GJ_Panchmahal,2,33867.0,14688.0
GJ_Panchmahal,3,181032.0,19184.0
GJ_Panchmahal,4,61667.0,81858.0
GJ_Panchmahal,5,63074.0,27195.0
GJ_Panchmahal,6,122038.0,19302.0
GJ_Panchmahal,7,197854.0,60553.0
GJ_Patan,1,16669.0,74.0
GJ_Patan,2,22551.0,12486.0
GJ_Patan,3,108273.0,10432.0
GJ_Patan,4,46047.0,45858.0
GJ_Patan,5,82790.0,14035.0
GJ_Patan,6,133186.0,36789.0
GJ_Patan,7,160912.0,63114.0
GJ_Porbandar,1,7860.0,154.0
GJ_Porbandar,2,27173.0,7013.0
GJ_Porbandar,3,97471.0,16317.0
GJ_Porbandar,4,17794.0,51636.0
GJ_Porbandar,5,24938.0,4664.0
GJ_Porbandar,6,64345.0,13431.0
GJ_Porbandar,7,81615.0,35905.0
GJ_Rajkot,1,33057.0,650.0
GJ_Rajkot,2,61865.0,23783.0
GJ_Rajkot,3,353929.0,35255.0
GJ_Rajkot,4,151098.0,162546.0
GJ_Rajkot,5,390345.0,23563.0
GJ_Rajkot,6,313370.0,142395.0
GJ_Rajkot,7,445415.0,153609.0
GJ_Sabarkantha,1,22538.0,423.0
GJ_Sabarkantha,2,47952.0,16015.0
GJ_Sabarkantha,3,142285.0,31548.0
GJ_Sabarkantha,4,67176.0,59209.0
GJ_Sabarkantha,5,82713.0,14558.0
GJ_Sabarkantha,6,137370.0,28399.0
GJ_Sabarkantha,7,202155.0,65534.0
GJ_Surat,1,65999.0,930.0
GJ_Surat,2,86619.0,42406.0
GJ_Surat,3,688922.0,45095.0
GJ_Surat,4,235854.0,272633.0
GJ_Surat,5,581907.0,54134.0
GJ_Surat,6,692834.0,257415.0
GJ_Surat,7,909073.0,300109.0
GJ_Surendranagar,1,15010.0,106.0
GJ_Surendranagar,2,29964.0,9762.0
GJ_Surendranagar,3,89867.0,8586.0
GJ_Surendranagar,4,25218.0,37066.0
GJ_Surendranagar,5,110378.0,17523.0
GJ_Surendranagar,6,206920.0,33592.0
GJ_Surendranagar,7,277488.0,27936.0
GJ_Tapi,1,10925.0,136.0
GJ_Tapi,2,12990.0,7529.0
GJ_Tapi,3,81592.0,2559.0
GJ_Tapi,4,27403.0,23267.0
GJ_Tapi,5,61548.0,6484.0
GJ_Tapi,6,85504.0,30898.0
GJ_Tapi,7,80821.0,37126.0
GJ_Vadodara,1,41651.0,580.0
GJ_Vadodara,2,95094.0,33837.0
GJ_Vadodara,3,412959.0,59302.0
GJ_Vadodara,4,233037.0,175485.0
GJ_Vadodara,5,496125.0,20695.0
GJ_Vadodara,6,388914.0,150282.0
GJ_Vadodara,7,434156.0,234628.0
GJ_Valsad,1,21213.0,342.0
GJ_Valsad,2,27978.0,15743.0
GJ_Valsad,3,176697.0,19935.0
GJ_Valsad,4,42804.0,78123.0
GJ_Valsad,5,92981.0,20992.0
GJ_Valsad,6,168629.0,48857.0
GJ_Valsad,7,233163.0,85216.0
HP_Hamirpur,1,4890.0,85.0
HP_Hamirpur,2,6651.0,3832.0
HP_Hamirpur,3,88709.0,5282.0
HP_Hamirpur,4,61011.0,25247.0
HP_Hamirpur,5,18411.0,146.0
HP_Hamirpur,6,85536.0,61754.0
HP_Hamirpur,7,93358.0,38114.0
HP_Kangra,1,13890.0,817.0
HP_Kangra,2,15667.0,10857.0
HP_Kangra,3,168645.0,10373.0
HP_Kangra,4,174266.0,61875.0
HP_Kangra,5,99722.0,3187.0
HP_Kangra,6,285334.0,98242.0
HP_Kangra,7,305854.0,147167.0
HP_Kinnaur,1,1923.0,30.0
HP_Kinnaur,2,3170.0,1504.0
HP_Kinnaur,3,14850.0,988.0
HP_Kinnaur,4,5507.0,6279.0
HP_Kinnaur,5,6884.0,66.0
HP_Kinnaur,6,38036.0,10433.0
HP_Kinnaur,7,3807.0,3747.0
HP_Kullu,1,5156.0,184.0
HP_Kullu,2,4865.0,3976.0
HP_Kullu,3,52567.0,3035.0
HP_Kullu,4,43308.0,20850.0
HP_Kullu,5,20362.0,411.0
HP_Kullu,6,80625.0,28542.0
HP_Kullu,7,88925.0,30465.0
HP_Lahaul and Spiti,1,402.0,66.0
HP_Lahaul and Spiti,2,1548.0,458.0
HP_Lahaul and Spiti,3,4827.0,226.0
HP_Lahaul and Spiti,4,1835.0,2599.0
HP_Lahaul and Spiti,5,1876.0,20.0
HP_Lahaul and Spiti,6,9349.0,4188.0
HP_Lahaul and Spiti,7,7132.0,1104.0
HP_Mandi,1,13560.0,214.0
HP_Mandi,2,16694.0,11152.0
HP_Mandi,3,140508.0,8447.0
HP_Mandi,4,108260.0,52297.0
HP_Mandi,5,46530.0,1721.0
HP_Mandi,6,180402.0,77230.0
HP_Mandi,7,184021.0,82656.0
HP_Shimla,1,13027.0,150.0
HP_Shimla,2,14172.0,9216.0
HP_Shimla,3,100252.0,8792.0
HP_Shimla,4,95451.0,33926.0
HP_Shimla,5,50920.0,1781.0
HP_Shimla,6,148133.0,66447.0
HP_Shimla,7,139769.0,68863.0
HP_Sirmaur,1,5953.0,46.0
HP_Sirmaur,2,7176.0,4743.0
HP_Sirmaur,3,44894.0,5405.0
HP_Sirmaur,4,31146.0,13642.0
HP_Sirmaur,5,30260.0,734.0
HP_Sirmaur,6,78246.0,22736.0
HP_Sirmaur,7,130434.0,27488.0
HP_Solan,1,5579.0,57.0
HP_Solan,2,5500.0,4479.0
HP_Solan,3,57837.0,3537.0
HP_Solan,4,60791.0,14354.0
HP_Solan,5,58550.0,1197.0
HP_Solan,6,136432.0,42667.0
HP_Solan,7,239276.0,54546.0
HP_Una,1,4797.0,48.0
HP_Una,2,7529.0,4242.0
HP_Una,3,81787.0,3406.0
HP_Una,4,50607.0,29964.0
HP_Una,5,28474.0,1098.0
HP_Una,6,110589.0,48086.0
HP_Una,7,114639.0,40303.0
HR_Charkhi Dadri,1,2589.0,0.0
HR_Charkhi Dadri,2,860.0,1856.0
HR_Charkhi Dadri,3,54518.0,2152.0
HR_Charkhi Dadri,4,37530.0,16979.0
HR_Charkhi Dadri,5,49852.0,2534.0
HR_Charkhi Dadri,6,95846.0,23719.0
HR_Charkhi Dadri,7,66667.0,41126.0
HR_Faridabad,1,20654.0,540.0
HR_Faridabad,2,23252.0,8666.0
HR_Faridabad,3,194304.0,16326.0
HR_Faridabad,4,125778.0,56947.0
HR_Faridabad,5,193790.0,21506.0
HR_Faridabad,6,267533.0,80319.0
HR_Faridabad,7,214354.0,127039.0
HR_Fatehabad,1,4669.0,42.0
HR_Fatehabad,2,5093.0,2705.0
HR_Fatehabad,3,59817.0,3915.0
HR_Fatehabad,4,39637.0,14970.0
HR_Fatehabad,5,49413.0,1401.0
HR_Fatehabad,6,86344.0,19887.0
HR_Fatehabad,7,82082.0,39473.0
HR_Gurugram,1,35032.0,137.0
HR_Gurugram,2,30311.0,19142.0
HR_Gurugram,3,279575.0,25149.0
HR_Gurugram,4,141127.0,101194.0
HR_Gurugram,5,391855.0,30098.0
HR_Gurugram,6,412102.0,134948.0
HR_Gurugram,7,255371.0,206994.0
HR_Hisar,1,9611.0,157.0
HR_Hisar,2,7063.0,7096.0
HR_Hisar,3,92395.0,4692.0
HR_Hisar,4,70824.0,16136.0
HR_Hisar,5,67909.0,6390.0
HR_Hisar,6,128508.0,27473.0
HR_Hisar,7,124525.0,58421.0
HR_Jhajjar,1,5705.0,18.0
HR_Jhajjar,2,4914.0,2488.0
HR_Jhajjar,3,85051.0,7389.0
HR_Jhajjar,4,47928.0,24334.0
HR_Jhajjar,5,56900.0,5666.0
HR_Jhajjar,6,95529.0,22785.0
HR_Jhajjar,7,93784.0,45133.0
HR_Jind,1,4962.0,62.0
HR_Jind,2,2126.0,2424.0
HR_Jind,3,74877.0,2334.0
HR_Jind,4,50050.0,13267.0
HR_Jind,5,49375.0,2723.0
